Hash,Message,Filename,Rectified Message
33aedb8ab400d54da326eb5e5e83e9790fd1214c,"Import JSON Templates (#468)

This new Template subclass makes it possible to import most Cloudformation templates as JSON and parse them as Troposphere objects. This is different from cfn2py in that it's not trying to write actual python code, but rather instantiate the actual objects without the need to edit it afterwards.

There are probably a few tropo-specific AWSHelperFns that won't be parsed correctly, but the ones included in the tests/examples_output are all supported. I believe an effort should be done to normalize the helper functions into something discoverable with a consistent use - but I have yet to really ponder on that issue.",__init__.py,add more info about the new template
33aedb8ab400d54da326eb5e5e83e9790fd1214c,"Import JSON Templates (#468)

This new Template subclass makes it possible to import most Cloudformation templates as JSON and parse them as Troposphere objects. This is different from cfn2py in that it's not trying to write actual python code, but rather instantiate the actual objects without the need to edit it afterwards.

There are probably a few tropo-specific AWSHelperFns that won't be parsed correctly, but the ones included in the tests/examples_output are all supported. I believe an effort should be done to normalize the helper functions into something discoverable with a consistent use - but I have yet to really ponder on that issue.",cloudformation.py,add more info about wait condition
33aedb8ab400d54da326eb5e5e83e9790fd1214c,"Import JSON Templates (#468)

This new Template subclass makes it possible to import most Cloudformation templates as JSON and parse them as Troposphere objects. This is different from cfn2py in that it's not trying to write actual python code, but rather instantiate the actual objects without the need to edit it afterwards.

There are probably a few tropo-specific AWSHelperFns that won't be parsed correctly, but the ones included in the tests/examples_output are all supported. I believe an effort should be done to normalize the helper functions into something discoverable with a consistent use - but I have yet to really ponder on that issue.",emr.py,add more examples to the commit message
33aedb8ab400d54da326eb5e5e83e9790fd1214c,"Import JSON Templates (#468)

This new Template subclass makes it possible to import most Cloudformation templates as JSON and parse them as Troposphere objects. This is different from cfn2py in that it's not trying to write actual python code, but rather instantiate the actual objects without the need to edit it afterwards.

There are probably a few tropo-specific AWSHelperFns that won't be parsed correctly, but the ones included in the tests/examples_output are all supported. I believe an effort should be done to normalize the helper functions into something discoverable with a consistent use - but I have yet to really ponder on that issue.",s3.py,add more info about bucket changes
33aedb8ab400d54da326eb5e5e83e9790fd1214c,"Import JSON Templates (#468)

This new Template subclass makes it possible to import most Cloudformation templates as JSON and parse them as Troposphere objects. This is different from cfn2py in that it's not trying to write actual python code, but rather instantiate the actual objects without the need to edit it afterwards.

There are probably a few tropo-specific AWSHelperFns that won't be parsed correctly, but the ones included in the tests/examples_output are all supported. I believe an effort should be done to normalize the helper functions into something discoverable with a consistent use - but I have yet to really ponder on that issue.",template_generator.py,add more info to the template generator
7037c723305a9ad8f60a610969b3e6982bcd5020,Fix Elasticsarch Domain object naming,ElasticsearchDomain.py,add example to elastic domain commit message
7037c723305a9ad8f60a610969b3e6982bcd5020,Fix Elasticsarch Domain object naming,elasticsearch.py,add more documentation to the commit message
9ee07504aa1da4f1ea63d6046acecedb58dd3236,"Fix Source object to take a list of SourceDetails (#469)

The documentation is unclear but the example (and my testing) shows that this is the correct syntax

https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-config-configrule.html#cfn-config-configrule-source",config.py,add examples for the new commit message
6afee75579b2e69d342499f990cf6b98e21a08e3,Fix Bucket AccessControl to allow Ref (#475),s3.py,add more info to bucket_change_message.py
e70d0716b7b50d849e4f9f7e0ebfd33328400ae4,Fix baseclass for AWS::Logs::Destination (Fixes #481),logs.py,add more info about destination type
5548d43addc20ae47328c3cb11a071fb1fa50b10,Force pyflakes to 1.1.0 pending a fix to 1.2.0,.travis.yml,add more info about the new commit message
4c071a3ad72a0a159f266525eae95498a42fe79e,Remove duplicate waf FieldToMatch class (fixes #489),waf.py,add more info about sizeconstraint and fieldtofile
675e726a159536cd50c602ee16c1a92ea5a7e664,fix attribute for ApiKey (Enable -> Enabled) (#492),ApiGateway.py,add more info about the action
675e726a159536cd50c602ee16c1a92ea5a7e664,fix attribute for ApiKey (Enable -> Enabled) (#492),ApiGateway.template,add exampleapi to the commit message
675e726a159536cd50c602ee16c1a92ea5a7e664,fix attribute for ApiKey (Enable -> Enabled) (#492),apigateway.py,add docs for apikey changes
b250a312fb54a38462f7f03fdd4ce390f595110f,waf XssMatchTuple should be an AWSProperty (Fixes #498),waf.py,add more info about xssmatchtuples
3bc4bc7e8cb822d21ae3cecc0acb38aa83f03b12,"EMR: fix EBS configuration (#497)

* EMR: change EBS configuration (moved from Cluster to InstanceGroupConfigProperty)
* Fix EMR_Cluster example (cloudformation stack now succeeds, but EMR step fails because of obviously unexisting S3 bucket in my account)",README.rst,add more info about the new code
3bc4bc7e8cb822d21ae3cecc0acb38aa83f03b12,"EMR: fix EBS configuration (#497)

* EMR: change EBS configuration (moved from Cluster to InstanceGroupConfigProperty)
* Fix EMR_Cluster example (cloudformation stack now succeeds, but EMR step fails because of obviously unexisting S3 bucket in my account)",EMR_Cluster.py,add more examples to emr_cluster
3bc4bc7e8cb822d21ae3cecc0acb38aa83f03b12,"EMR: fix EBS configuration (#497)

* EMR: change EBS configuration (moved from Cluster to InstanceGroupConfigProperty)
* Fix EMR_Cluster example (cloudformation stack now succeeds, but EMR step fails because of obviously unexisting S3 bucket in my account)",EMR_Cluster.template,add more info about emr commit messages
3bc4bc7e8cb822d21ae3cecc0acb38aa83f03b12,"EMR: fix EBS configuration (#497)

* EMR: change EBS configuration (moved from Cluster to InstanceGroupConfigProperty)
* Fix EMR_Cluster example (cloudformation stack now succeeds, but EMR step fails because of obviously unexisting S3 bucket in my account)",emr.py,add more info about emr commit messages
438b1ae2b67e9432d5f7dc82933699394acda6ef,"Action on Failure Fix (#501)

The documentation lies, here's the error message I just got from CloudFormation:
""CloudFormation currently only supports long-running clusters, set ActionOnFailure to CANCEL_AND_WAIT or CONTINUE""",emr.py,add more info about action_on_failure
d28d60a075efe403019c6b18219362e4129a8ca3,"Allow setting a different region for S3 upload (#491)

* Allow setting a different region for S3 upload
* Maintain backwards compatibility by setting s3region to region if not specified
* Fix help statement default for s3 region to be us-east-1 instead of None",cfn,add more info about stack changes
446d717e4ef8399f1c1b0beeee4ddae845bd2953,Fix rename pep8->pycodestyle and bump to fixed pyflakes (#522),.travis.yml,add more info about fix and add new file
446d717e4ef8399f1c1b0beeee4ddae845bd2953,Fix rename pep8->pycodestyle and bump to fixed pyflakes (#522),CONTRIBUTE.md,add more info to the commit message
446d717e4ef8399f1c1b0beeee4ddae845bd2953,Fix rename pep8->pycodestyle and bump to fixed pyflakes (#522),requirements.txt,add a note about the changes made to the vague
4c0374ef1a7339aa3c61db7d550d3ac16800a033,Fix badges,README.rst,add more info about the new commit message
776bdd234293cb48b186bb1720dcedb7723ee61b,"Rewritten the helper to be more flexible (#502)

The default is now """", which reflects the most used use-case. Fixes #465.",test_userdata.py,add test for userdata
776bdd234293cb48b186bb1720dcedb7723ee61b,"Rewritten the helper to be more flexible (#502)

The default is now """", which reflects the most used use-case. Fixes #465.",userdata.py,add more info to the join script
2a1dd6db6d0347911984bfa32a397fb23a72def1,"add `AutoScalingReplacingUpdate` to `UpdatePolicy` (#513)

- add `AutoScalingReplacingUpdate` to `UpdatePolicy`
- Fixes #511",Autoscaling.py,add missing tags in the new autoscaling group
2a1dd6db6d0347911984bfa32a397fb23a72def1,"add `AutoScalingReplacingUpdate` to `UpdatePolicy` (#513)

- add `AutoScalingReplacingUpdate` to `UpdatePolicy`
- Fixes #511",Autoscaling.template,add more info about auto scaling group
2a1dd6db6d0347911984bfa32a397fb23a72def1,"add `AutoScalingReplacingUpdate` to `UpdatePolicy` (#513)

- add `AutoScalingReplacingUpdate` to `UpdatePolicy`
- Fixes #511",policies.py,add more info about the changes in the update policy
d4d0cee4bdf103b2a204bd3e4ff1e207aeaef3e4,"Emr configurations values: also allow AWS helper functions (#516)

* Added parameter to dynamically choose between spot and on-demand instances

* Fixed EMR configuration properties validator: both strings and helper functions are allowed by cloudformation

* Prevent lines with more than 79 characters to make Travis CI happy

* Fixed EMR configuration properties validator: both strings and helper functions are allowed by cloudformation",EMR_Cluster.py,add more info about the new commit message
d4d0cee4bdf103b2a204bd3e4ff1e207aeaef3e4,"Emr configurations values: also allow AWS helper functions (#516)

* Added parameter to dynamically choose between spot and on-demand instances

* Fixed EMR configuration properties validator: both strings and helper functions are allowed by cloudformation

* Prevent lines with more than 79 characters to make Travis CI happy

* Fixed EMR configuration properties validator: both strings and helper functions are allowed by cloudformation",EMR_Cluster.template,add more info about the new ec2 configuration
d4d0cee4bdf103b2a204bd3e4ff1e207aeaef3e4,"Emr configurations values: also allow AWS helper functions (#516)

* Added parameter to dynamically choose between spot and on-demand instances

* Fixed EMR configuration properties validator: both strings and helper functions are allowed by cloudformation

* Prevent lines with more than 79 characters to make Travis CI happy

* Fixed EMR configuration properties validator: both strings and helper functions are allowed by cloudformation",emr.py,add more info about the code change
c921332d019b7ef3c789a9b7b7f293b2b6b8b89a,"Fix AssociationParameters Value type to list of strings (#518)

According to
http://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-instance-ssmassociations-associationparameters.html,
the SsmAssociations AssociationParameters Value is a list of strings,
not a string. This was causing instance creation failure on templates
attempting to use SsmAssociations.",ec2.py,add documentation for associationparameters
f119464d83eb73f75295432c22757f7f99c15af6,Update fields in apigateway StageDescription (Fixes #521),apigateway.py,add more info about stage description
5bb92cc6b8f9e2d633e6d7c3cd3503b9b2cee358,"Allows MultiAZ=false with AvailabilityZone in rds (#524)

* Allows MultiAZ=false with AvailabilityZone in rds Fixes #523
* Add a few more tests",test_rds.py,add tests for multiaz and az
5bb92cc6b8f9e2d633e6d7c3cd3503b9b2cee358,"Allows MultiAZ=false with AvailabilityZone in rds (#524)

* Allows MultiAZ=false with AvailabilityZone in rds Fixes #523
* Add a few more tests",rds.py,add more info about multiaz
2dd5848a315804e2f7cf9845ba8a7bb0b1271ad2,Remove double S from S3ObjectVersion (fixes #530) (#531),awslambda.py,add more info about code changes
dbaf3f321b89f8c87755b6b6d81d096c952f7ed2,"Fix TemplateGenerator import logic. (#533)

* Fix TemplateGenerator import logic.

template_generator.py was incorrectly invoking pkgutil.walk_packages,
passing in the filepath directly rather than as a list of paths. By
coincidence, this resulted in the current directory being processed
instead, which allowed the tests to accidentally pass.

Fixes #532

* Fix Template Generator more cleanly.

Rather than iterate over all packages in the modules directory, just
iterate over the troposphere directory instead.

* Remove string startwith 'troposphere' check.",template_generator.py,add more info about the changes in templategenerator
d1da138781e1e25ebb47cb3c0a0d6a75af0c86d7,"adding new application loadbalancer objects and properties, following AWS announcement https://a… (#544)

* adding new objects and properties, followingAWS announcment https://aws.amazon.com/blogs/aws/new-aws-application-load-balancer/

* moved application load balancer resources to a separate module, following discussion

* adding new property to AWS::AutoScaling::AutoScalingGroup tu allow targetting the new application load balancers

* adding some tests for the new application elb objects

* fixing inconsistent cloudformation output vs sample python code

* mixed some resources names",ApplicationELB.py,add tests for aws elb
d1da138781e1e25ebb47cb3c0a0d6a75af0c86d7,"adding new application loadbalancer objects and properties, following AWS announcement https://a… (#544)

* adding new objects and properties, followingAWS announcment https://aws.amazon.com/blogs/aws/new-aws-application-load-balancer/

* moved application load balancer resources to a separate module, following discussion

* adding new property to AWS::AutoScaling::AutoScalingGroup tu allow targetting the new application load balancers

* adding some tests for the new application elb objects

* fixing inconsistent cloudformation output vs sample python code

* mixed some resources names",ApplicationELB.template,add more info to the commit message
d1da138781e1e25ebb47cb3c0a0d6a75af0c86d7,"adding new application loadbalancer objects and properties, following AWS announcement https://a… (#544)

* adding new objects and properties, followingAWS announcment https://aws.amazon.com/blogs/aws/new-aws-application-load-balancer/

* moved application load balancer resources to a separate module, following discussion

* adding new property to AWS::AutoScaling::AutoScalingGroup tu allow targetting the new application load balancers

* adding some tests for the new application elb objects

* fixing inconsistent cloudformation output vs sample python code

* mixed some resources names",autoscaling.py,add more info about the new auto scaling group
d1da138781e1e25ebb47cb3c0a0d6a75af0c86d7,"adding new application loadbalancer objects and properties, following AWS announcement https://a… (#544)

* adding new objects and properties, followingAWS announcment https://aws.amazon.com/blogs/aws/new-aws-application-load-balancer/

* moved application load balancer resources to a separate module, following discussion

* adding new property to AWS::AutoScaling::AutoScalingGroup tu allow targetting the new application load balancers

* adding some tests for the new application elb objects

* fixing inconsistent cloudformation output vs sample python code

* mixed some resources names",elasticloadbalancingv2.py,add more properties to the commit message
05194d6cc31f0a2c95b14b633ee8c961c32e76d1,Add TargetGroupArn and fix ContainerPort (#549),ecs.py,add example for the new cluster/loadbalancer description
67609fd4d6acab9f9beae85a017486f53195b21b,"Add support for AutoScalingCreationPolicy (#552)

Resolves #551",test_policies.py,add tests for new code changes
67609fd4d6acab9f9beae85a017486f53195b21b,"Add support for AutoScalingCreationPolicy (#552)

Resolves #551",policies.py,add more info about the new file change
702c0e2503dbe7f201fd73c8d121d9d6b766e260,WAF SizeContraint needs to be an AWSProperty (Fixes #561),waf.py,add more info about sizeconstraint
3774511449b3cf46f89ec3d88c8ca611abb37d13,Add Alias object to KMS (fixes #568),kms.py,add more info about KMS changes
19177ff31a07eb4910c5a7975edcf2830d64ed88,"RDS DBInstance Engine required even when DBSnapshotIdentifier is set (#583)

* Fixes #581
* Update to verify engine later in the process
* Update patch according to recommendations",rds.py,add more info about the new commit message
f80b1c906b71d7673a2362b4542613b35322a39b,Resource updates for 2016-10-06 changes (Fixes #584),apigateway.py,add more info about the changes
f80b1c906b71d7673a2362b4542613b35322a39b,Resource updates for 2016-10-06 changes (Fixes #584),ec2.py,add more info about resource type
f80b1c906b71d7673a2362b4542613b35322a39b,Resource updates for 2016-10-06 changes (Fixes #584),rds.py,add more info about the code change
c5cf9b1fbed69e0eb6f28f01b79a80a5a8c2077c,Add AWS::ApiGateway::UsagePlan (fixes #585),apigateway.py,add more info about the commit message
a3632e99afa0a6d33a1d4e4914d27c065f6dce73,Add AWS::CodeCommit::Repository (fixes #586),test_codecommit.py,add test for codecommit trigger
a3632e99afa0a6d33a1d4e4914d27c065f6dce73,Add AWS::CodeCommit::Repository (fixes #586),codecommit.py,add more info to codecommit commit message
2ddc190f6cc612ddb666b00d08e0e1ff30338f55,"Allow HelperFn in UpdatePolicy for ASG (#588)

If you tried to use an AWSHelperFn object in an UpdatePolicy for an ASG,
you would run into issues because of the extra validation.  This
disables the extra validation whenever the UpdatePolicy is an
AWSHelperFn, which is in line with the way troposphere usually handles
these things.",test_asg.py,add tests for autoscaling group
2ddc190f6cc612ddb666b00d08e0e1ff30338f55,"Allow HelperFn in UpdatePolicy for ASG (#588)

If you tried to use an AWSHelperFn object in an UpdatePolicy for an ASG,
you would run into issues because of the extra validation.  This
disables the extra validation whenever the UpdatePolicy is an
AWSHelperFn, which is in line with the way troposphere usually handles
these things.",autoscaling.py,add more info about the new code
c969cd97bfc923ee4ad0f5d67523a180798aed8d,Fix codecommit test file,codecommit.py,add more info about trigger
6985304c81ed1eab69e539257a46231cd6c02393,"add support for `Fn::Sub` (#582)

* add support for `Fn::Sub``
* fixes #577",test_basic.py,add tests for sub and sub_with_vars
6985304c81ed1eab69e539257a46231cd6c02393,"add support for `Fn::Sub` (#582)

* add support for `Fn::Sub``
* fixes #577",__init__.py,add more info about the new commit message
63f778c177b2a2ca545a73cecf162bce788fc6c4,Fixes the case where you have a list of non BaseAWSObjects (#589),test_dict.py,add test for
63f778c177b2a2ca545a73cecf162bce788fc6c4,Fixes the case where you have a list of non BaseAWSObjects (#589),__init__.py,add more info to aws_object_change.py
61ae14cba8b784e127fe5279672fa876c90ceb40,Fix typo in CHANGELOG,CHANGELOG.md,add more info about fix typo in changelog
a509b864088dfb1de8ea8b2a6197920138796517,"Include resource title in required attr exception

Based on helping with this issue:
http://stackoverflow.com/questions/40118794/dynamically-create-n-number-of-ec2-instances-with-troposphere/40122167?noredirect=1#comment67537659_40122167

Now, if a resource is missing a required attribute, and that resource
has a title, we'll include it in the exception.

ValueError: Resource ImageId required in type AWS::EC2::Instance

vs

ValueError: Resource ImageId required in type AWS::EC2::Instance (title: MyInstance)",__init__.py,add more info about the exception
6eceb6bdb4128a72b890214e80410824d3476b17,"Remove `title` validation. Fixes #428 (#605)

The title specified in troposphere is not the actual physical resource name and should be validated as such.",iam.py,add more info about policy properties
d1f2359a98e01a20c053e28af2ac6b87518c0322,"Fix typo in Example Allowed Values (#603)

* Fix typo in Allowed Values

was mode not node

* Fix Other Typo in Allowed Values

same thing mode -> node

* Add typo fix to test template",Redshift.py,add more examples to multi-node commit message
d1f2359a98e01a20c053e28af2ac6b87518c0322,"Fix typo in Example Allowed Values (#603)

* Fix typo in Allowed Values

was mode not node

* Fix Other Typo in Allowed Values

same thing mode -> node

* Add typo fix to test template",Redshift.template,add more info about cluster type
ee0b60b47aad5fa57d724e8b0132dff3b7b5e2fc,"Flake8 issue, line to long",test_validators.py,add test for elb_name validation
9b55342afe7a2f14cb126f49441fb19a8d514470,Expand validation tests for elb_name. Fix regex to match tests,test_validators.py,add test for elb_name validation
9b55342afe7a2f14cb126f49441fb19a8d514470,Expand validation tests for elb_name. Fix regex to match tests,validators.py,add more info about the new commit message
6040cf815f26bdc038d25cc4cd8160a91c064547,Back out workaround for pycodestyle 2.1.0 (fixed in 2.2.0),NatGateway.py,add more info about changes made to the commit
98c8558e88f82dce2388931ec039f0d1490a7dc7,"Fixed missing add_resource in example Cloudwatch rule (#629)

* Fixed missing add_resource in example Cloudwatch rule, which wasnt outputting to json",CloudWatchEventsSample.py,add missing example
98c8558e88f82dce2388931ec039f0d1490a7dc7,"Fixed missing add_resource in example Cloudwatch rule (#629)

* Fixed missing add_resource in example Cloudwatch rule, which wasnt outputting to json",CloudWatchEventsSample.template,add missing code example
c0088fdd35fb0538081f5e307ce2741f77a9a132,Fix pycodestyle issues with examples/Lambda.py,Lambda.py,add a note about the role
6e385515cc792ea5048cc7edd009f1ad9e58dc54,"Extra validation (#635)

Added validation for parameters, and for reaching max resources on a template. Fixes #634",test_parameters.py,add test for max length in parameter description
6e385515cc792ea5048cc7edd009f1ad9e58dc54,"Extra validation (#635)

Added validation for parameters, and for reaching max resources on a template. Fixes #634",test_template.py,add tests for max_parameters and max_resources
6e385515cc792ea5048cc7edd009f1ad9e58dc54,"Extra validation (#635)

Added validation for parameters, and for reaching max resources on a template. Fixes #634",__init__.py,add more info about the commit message
510f683502e731f53f2a063a251f640d7461ca2e,"Allow HelperFN w/ autoscaling policies (#654)

* Allow HelperFN w/ autoscaling policies Fixes #653
* Also updated some test names to make them more explicit.
* Add test for HelperFn w/ AutoScalingRollingUpdate",test_asg.py,add test for
510f683502e731f53f2a063a251f640d7461ca2e,"Allow HelperFN w/ autoscaling policies (#654)

* Allow HelperFN w/ autoscaling policies Fixes #653
* Also updated some test names to make them more explicit.
* Add test for HelperFn w/ AutoScalingRollingUpdate",test_policies.py,add more tests for autoscaler
510f683502e731f53f2a063a251f640d7461ca2e,"Allow HelperFN w/ autoscaling policies (#654)

* Allow HelperFN w/ autoscaling policies Fixes #653
* Also updated some test names to make them more explicit.
* Add test for HelperFn w/ AutoScalingRollingUpdate",autoscaling.py,add more info about the new autoscaler group
d18f8ff090597447d09038a03be471c21f1712c3,Fix pycodestyle by using an explicit exception type,test_basic.py,add tests for the new exception type
d18f8ff090597447d09038a03be471c21f1712c3,Fix pycodestyle by using an explicit exception type,__init__.py,add more info to error message
b0e67037eee24bc90c99acbcf6ae7561b3c85163,Add more details to pycodestyle errors for travis runs,.travis.yml,add more info about the new commit message
03c3f5131e05365c285c64be26ea017e1c7cda47,Fix validator function exception test,test_basic.py,add test for exceptionvalidator
bfeb54d4c3805042ffd3165d34111ecb6fc39585,Remove limit check on conditions - Fixes #657,__init__.py,add template class to handle duplicate key
24398390931b710c91a6833b30b2d22aa25ae309,"Fix ApiGateway.py sample (#666)

Correct the ApiGateway sample code so the stack is being created correctly now (original one raises errors during creation).",ApiGateway.py,add example code to the api gateway example
24398390931b710c91a6833b30b2d22aa25ae309,"Fix ApiGateway.py sample (#666)

Correct the ApiGateway sample code so the stack is being created correctly now (original one raises errors during creation).",ApiGateway.template,add more info about the new apigateway sample
2be8909f3e7a30cd9a14c75f727110dff196c44c,SSM Targets - fix spelling mistake (Value => Values) (#673),ssm.py,add more info about ssm targets
34846a5bd0207569dd7d32b57356716addd848b4,"Do json validation on ApiGateway::Model Schema (Fix #679) (#681)

Allow both a string and dict for the ApiGateway::Model Schema.
The string form is checked for a valid json string and the dict
form is converted into a json string.",test_apigateway.py,add tests for schema validation
34846a5bd0207569dd7d32b57356716addd848b4,"Do json validation on ApiGateway::Model Schema (Fix #679) (#681)

Allow both a string and dict for the ApiGateway::Model Schema.
The string form is checked for a valid json string and the dict
form is converted into a json string.",apigateway.py,add more info about model and resource
9dcf5e0b30141641a0e182257b34720bcf07d730,Fix typo in S3_Bucket_With_Versioning_And_Lifecycle_Rules.py (#693),S3_Bucket_With_Versioning_And_Lifecycle_Rules.py,add more info about s3 bucket rules
efb3795f4989a02aac2453042440f4a453973e5f,Fix typo in S3_Bucket.py example (#696),S3_Bucket.py,add more info to s3_bucket_change_task.py
efb3795f4989a02aac2453042440f4a453973e5f,Fix typo in S3_Bucket.py example (#696),S3_Bucket.template,add more examples to s3_bucket_change.py
8cabd6f4398ead60b3125a0ecd069ff0e8b8918b,Add ManagedPolicyName to AWS::IAM::ManagedPolicy (Fixes #714),iam.py,add more info about managedpolicy changes
994be5d2a95b4f82c800affb51e97e22dfc6423e,Add better validations for Parameter Default types (Fixes #717),test_basic.py,add tests for parameter types
994be5d2a95b4f82c800affb51e97e22dfc6423e,Add better validations for Parameter Default types (Fixes #717),__init__.py,add more info about parameter types
88807a3860044e95d55ce5d8b8b010750141d9b6,"Add WAFRegional support (#723)

* Add WAFRegional support.
* Add WAFRegional version of WAF sample.
* Fixes #721",WAF_Regional_Common_Attacks_Sample.py,add more commonattacking rules
88807a3860044e95d55ce5d8b8b010750141d9b6,"Add WAFRegional support (#723)

* Add WAFRegional support.
* Add WAFRegional version of WAF sample.
* Fixes #721",WAF_Regional_Common_Attacks_Sample.template,add more support for common attacks
88807a3860044e95d55ce5d8b8b010750141d9b6,"Add WAFRegional support (#723)

* Add WAFRegional support.
* Add WAFRegional version of WAF sample.
* Fixes #721",wafregional.py,add more rules to the end of a file
413e391cc04357b15af52d72f9337f43ab709d6b,fix for ElastiCacheRedis.py example to use awacs (#725),ElastiCacheRedis.py,add new example
413e391cc04357b15af52d72f9337f43ab709d6b,fix for ElastiCacheRedis.py example to use awacs (#725),ElastiCacheRedis.template,add more info about the commit message
123459478943e57affab4901277fa5032f3c032d,"Fix/issue 726 emr autoscaling (#729)

* Add EMR AutoScalingPolicy support",EMR_Cluster.py,add more examples to the emr example
123459478943e57affab4901277fa5032f3c032d,"Fix/issue 726 emr autoscaling (#729)

* Add EMR AutoScalingPolicy support",EMR_Cluster.template,add more info to the emr commit
123459478943e57affab4901277fa5032f3c032d,"Fix/issue 726 emr autoscaling (#729)

* Add EMR AutoScalingPolicy support",test_emr.py,add tests for ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec2 ec
123459478943e57affab4901277fa5032f3c032d,"Fix/issue 726 emr autoscaling (#729)

* Add EMR AutoScalingPolicy support",emr.py,add more info about emr and autoscaler
b1137cce431dd7ef5002448bbc975723f5272a37,EMR change: Dimension to MetricDimension plus a couple fixups,EMR_Cluster.py,add more rules to the commit message
b1137cce431dd7ef5002448bbc975723f5272a37,EMR change: Dimension to MetricDimension plus a couple fixups,test_emr.py,add test for metricdimension
b1137cce431dd7ef5002448bbc975723f5272a37,EMR change: Dimension to MetricDimension plus a couple fixups,emr.py,add more info to commit message
36fa6c1dd05e0ef9d3af7920d83226c98253cb32,Add AWS::Cognito (fixes #720),cognito.py,add more properties to commit message
779ba85f7e1577e16161a26da480c9b892541471,Fix NamespaceType typo in codebuild::Artifacts() (fixes #701),codebuild.py,add more info about artifacts
39ab2e7e09dcf0b45bcb0145fb0f8364dfc8ff84,"Raise ValueError for Outputs and Mappings - Fix Issue #732 (#733)

* Added test cases for testing maximum outputs and maximum mappings
* Added exceptions when Maximum Outputs >= 60 or Maximum Mappings >= 100
* Added MAX_ variables and cleaned up hard coded values for the four MAX_ test cases",test_template.py,add more tests for s3 bucket limits
39ab2e7e09dcf0b45bcb0145fb0f8364dfc8ff84,"Raise ValueError for Outputs and Mappings - Fix Issue #732 (#733)

* Added test cases for testing maximum outputs and maximum mappings
* Added exceptions when Maximum Outputs >= 60 or Maximum Mappings >= 100
* Added MAX_ variables and cleaned up hard coded values for the four MAX_ test cases",__init__.py,add more info about template changes
67edaeff77563e7eabdae08e8711bbd2641a5b9f,Output yaml (to_yaml) using cfn_flip (Fixes #567),setup.py,add new commit message example
67edaeff77563e7eabdae08e8711bbd2641a5b9f,Output yaml (to_yaml) using cfn_flip (Fixes #567),test_yaml.py,add test for s3 bucket example
67edaeff77563e7eabdae08e8711bbd2641a5b9f,Output yaml (to_yaml) using cfn_flip (Fixes #567),__init__.py,add template and export to commit message
f263b9e09b29ddc47c9f03e147125278a4fb665c,Fix pycodestyle issue in tests/test_yaml.py,test_yaml.py,add test for s3 bucket changes
b44d4e40124f1a1dd583a524848538c97f81ce65,"EFS DependsOn Ref to object fix (#746)

* Updated DependsOn call to use more pythonic DependsOn vs Ref()
* removed title argument in favor of the positional argument for naming a resource",EFS.py,add example to add_resource
b44d4e40124f1a1dd583a524848538c97f81ce65,"EFS DependsOn Ref to object fix (#746)

* Updated DependsOn call to use more pythonic DependsOn vs Ref()
* removed title argument in favor of the positional argument for naming a resource",EFS.template,add more info about the commit message
d7c661b25d720702bd6259835a8c140cfa8a2cef,Fixed UsagePlan example to proper Ref (#755),ApiGateway.py,add examples for usageplan example
d7c661b25d720702bd6259835a8c140cfa8a2cef,Fixed UsagePlan example to proper Ref (#755),ApiGateway.template,add example api to docs
a6c44e9aff5003e25e8536091bb468ab50ccd0b5,Fix cognito StringAttributeConstraints property names (Fixes #756),cognito.py,add documentation for numberattributeconstraints
416eab5a759bb9359aed22b1d528be678b8b7573,Raise TypeError when a scaler AWSHelperFn is used in a list context (#751),test_basic.py,add test for
416eab5a759bb9359aed22b1d528be678b8b7573,Raise TypeError when a scaler AWSHelperFn is used in a list context (#751),__init__.py,add more documentation to the commit message
1890cd1a8826142d3ab9fb31e08c89b1277c52ac,Make it easier to get at hidden attributes (Fixes #760),test_basic.py,add test for bucket.depends_on_attr
1890cd1a8826142d3ab9fb31e08c89b1277c52ac,Make it easier to get at hidden attributes (Fixes #760),__init__.py,add more info about the object properties
122e9d33f2ef8e4d72104f84b2208618c7a98387,Add AWS::CloudWatch::Dashboard (Fixes #763),cloudwatch.py,add more info about the new commit message
52d24e0d9b7ee19d1c879f00e94ed0cdce912ed6,"Special case If during parameter checking (Fixes #772)

The If conditional can return any variety of types including both scalers
and lists. This change special cases it against a stricter list check.",test_basic.py,add test for if in the s3 bucket rule
52d24e0d9b7ee19d1c879f00e94ed0cdce912ed6,"Special case If during parameter checking (Fixes #772)

The If conditional can return any variety of types including both scalers
and lists. This change special cases it against a stricter list check.",__init__.py,add more info about the if/else statement
5cd715e904aec0effd351a789706cf5f017b1e89,Handle SQS QueueName using an AWSHelperFn (Fixes #773),test_sqs.py,add tests for queue name
5cd715e904aec0effd351a789706cf5f017b1e89,Handle SQS QueueName using an AWSHelperFn (Fixes #773),sqs.py,add a missing import
5ba7856a3f0d1eb9a9aee6413ff32d93ac222154,"Revert ""Fix pycodestyle issue in tests/test_yaml.py""

This reverts commit f263b9e09b29ddc47c9f03e147125278a4fb665c.",test_yaml.py,add test for s3 bucket consistency
