Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
267fd9a76a3092132b158d90b49a98f53ab552df,"examples fix: users is list

this brings the example in line with
https://s3.amazonaws.com/cloudformation-templates-us-east-1/IAM_Users_Groups_and_Policies.template",b14cca3572cdb1719875be069c6cce6eb72d94d9,False,"IAM_Users_Groups_and_Policies.py, IAM_Users_Groups_and_Policies.template"
51189266800e64c03b9781194fa5070616f87302,"Merge pull request #237 from alexlo03/alexlo03/users_fix

examples fix: users is list","b14cca3572cdb1719875be069c6cce6eb72d94d9, 267fd9a76a3092132b158d90b49a98f53ab552df",True,
e47347271766e1b38ee2cd0310af964623e3ea56,"Merge pull request #230 from pas256/sns-topic-fix

SNS Topic fields are not required","cdac5d9ed4ebc16ab5fd8fb90c995966b5c07be0, 9ab25f55cac40f1b235bf2da8da5d145498690f7",True,
e70727705041f66313824a304df61fb407c03445,"Fix incorrect Instance README example

Fixes GH-235",a02c9d98ef1d7b6640242f4ac52702e182b42eac,False,README.rst
8e7cfdd3e04ed41b5409b3c72a28ba3928d03ce9,"Merge pull request #239 from cloudtools/GH-235

Fix incorrect Instance README example","b2afba968d3d7bba7f86e1a0eb3b61d1ac5465bd, e70727705041f66313824a304df61fb407c03445",True,
0824f9ac552d992e3c36f1ed73c911c40412c958,"Merge pull request #238 from sbraverman/fixPrivateIpAddresses

Creates PrivateIpAddressSpecification for PrivateIpAddresses within NetworkInterfaceProperty","8e7cfdd3e04ed41b5409b3c72a28ba3928d03ce9, 64419f175fb43e0b96f0c759c7e679df62771144",True,
f546fcd52824d627a3488ff95225c85e25b85ccd,Return the volume_type in validate_volume_type (fixes #245),5ec03a9efff3961e0424e576397488669c7fee9c,False,opsworks.py
0ad9496fca427cce10bb6bbea4c659d7d227ebcf,"Merge pull request #247 from sbraverman/fixPrivateIpAddresses

Adds additional import for PrivateIpAddressSpecification","f546fcd52824d627a3488ff95225c85e25b85ccd, fd37fa23824004675b515311e71a73d94c7a1623",True,
e886e4565d08259a0b03e2da2718dee7611c947e,Fixed the regex to be DNS name compliant and enhanced testing,2058d77a8421cc67f3ab2cb82f51b1535b6febde,False,"test_validators.py, validators.py"
5744ffb69ea90859671050de41aa69830d8cfe45,Address pep8 issues,7a41d364890398f90ff45ec687d43331789ffdd6,False,test_int_type.py
5dbab7266ee53c9754c20afe4898330166942dba,"Merge pull request #253 from obiwanakin/patch-1

Fixing Opsworks Naming","e94139950f07806ea157c6a72ef1eb440da0b356, 729a59db566e8fe7b8b7a370e67f61f418c69b7c",True,
3ca3b552348980d35ef9a014b187fdd10c8a0e75,"allow extending classes + tests

fixes #233

this should allow one to use class hierarchies to remove redundant
definition of properties in similar resources",5dbab7266ee53c9754c20afe4898330166942dba,False,"ClassExtensions.py, ClassExtensions.template, __init__.py"
95c65a9c55f5701f31996905780b0c164cc31e76,fixes to pep8 compliance,3ca3b552348980d35ef9a014b187fdd10c8a0e75,False,ClassExtensions.py
5f139347e2ea39f69599072b65be79e96b9f69ff,Fix formatting,499391a6a1360937c90f44450a5998ef16b806f7,False,ec2.py
fafeb961f4c1578dd7d3218ca4e3bc20129095f1,"Merge pull request #262 from philtay/fix

Minor improvements and fixes","42521caa94f8376bd822a81c86d736cd6a540d56, a1957fb04118ce13f2cb37a52bc93718eed0ae41",True,
4d3329b8eb2b784dddbcff00efdb2400f72a2aae,Fix examples due to IAM User LoginProfile change,fc152e8512cbc30a972c4cc51090d7b119c21bbe,False,"IAM_Users_Groups_and_Policies.py, IAM_Users_snippet.py"
58266d84f0b012b65b8cfa48b5e5ecc28e15afb3,Fix #286: rename lambda->awslambda,eabc01d5917273b14b4dbfade589f23d46baab35,False,"test_awslambda.py, awslambda.py"
96223494086d6422449d375d97e8527ce1f8b536,Fix for OptioGroupConfigurations issue #274,58266d84f0b012b65b8cfa48b5e5ecc28e15afb3,False,"test_rds.py, rds.py"
6a4757937260b25821fed3c1271716d058b4ff3c,Fix: Unable to pass Cluster name as String #281,96b7657fbdc7a0fdc0478ab8ac84a8568f64d677,False,"test_ecs.py, ecs.py"
f677adecf6358a3658200bfc5958b854e40eaf9a,Implement the template Metadata section (Issue #286),431901ae7627374f2b4db5d4cbfcddf1deff202d,False,"Metadata.py, Metadata.template, __init__.py"
6fcba58fad02ef53fa356c1815451545f00b1bf9,fix pep8 compliance,7f296ae99ec98d260deb47091eacaf70aa852e34,False,elasticache.py
09c8f96dcb55dce6651cdbb8857ac621c56c90eb,Fix my bad logic,3c7547c10680791eae4bff80e6ada54bb3fe03e9,False,__init__.py
fcca1c45198f0c8dd512669477e89dd10d62a059,Fix python3 test issue,62f931421556dd98d7509829dbabdf36c4773d51,False,test_rds.py
b56e96ecd5f7b073ab4cf4af95c8f6a463329e0b,Fix Ref/GetAtt issue w/ DBInstance,0164877188a74e79bb21f32ea9a968ddaf1854c6,False,rds.py
455f8a34eeb872f46019582e0d252bdd2fc1b8a0,"Merge pull request #310 from cloudtools/deal_with_ref_iops

Fix Ref/GetAtt issue w/ DBInstance","0164877188a74e79bb21f32ea9a968ddaf1854c6, b56e96ecd5f7b073ab4cf4af95c8f6a463329e0b",True,
b1a78dea88f61627c2c4aafe9961f9a136de49d0,"Gives more info about type errors

This lets you figure out what resource you were working on when the
issue popped up.",906a8a8ae1f919654950c20f02eca2dc06f21b6c,False,__init__.py
895dad447b88a3bb2c138bbcf0f6aaa487454f2a,"Merge pull request #312 from cloudtools/better_type_error_messages

Gives more info about type errors","906a8a8ae1f919654950c20f02eca2dc06f21b6c, b1a78dea88f61627c2c4aafe9961f9a136de49d0",True,
e0c3fc045093bd226256af9a51f9911b792436dd,Improve opsworks validation - fixes #319,ba9e45e1c9e2338e4d87bd28754484b9130e8e64,False,"test_opsworks.py, opsworks.py"
09c4c3c5133f3bfc0e56a6508456bf8e77741d5e,Add AWS::Lambda to supported resource types - resolves #313,e0c3fc045093bd226256af9a51f9911b792436dd,False,README.rst
33e5918333a4a88265470570286960c87a05b4bc,Fix RDS validation with conditional parameters #320,09c4c3c5133f3bfc0e56a6508456bf8e77741d5e,False,"test_rds.py, rds.py"
04bfedde5a1e9a6691370b023fda2d3cdfe8a313,"Merge pull request #322 from cloudtools/markpeek-rds-fixes

Fix RDS validation with conditional parameters #320","09c4c3c5133f3bfc0e56a6508456bf8e77741d5e, 00cc328c8c4c55ca129f1dd66c7d93f2e1c305fd",True,
9a000e3cf3a9c034d6b0263723fc6f0578be7193,Apply PEP8 checks fixes,bc71b44314bb97f8c7cdc29c66d9565b87629ef9,False,ElastiCacheRedis.py
f1cdaf98ce16f84fa0d33bcd1ce1619318620fef,"Merge pull request #324 from micahhausler/bugfix/postgreslicense

Added postgresql-license. Closes #323","e4c9bb4bf8817f900b23f9592b8cc0671d9e8e9a, 60a559aa1f711a843d5f6f6ab60eeb27b411569e",True,
df056d1afc41cb23d77099afef0dc8f5fa12bc3d,Add AWS::EC2::SpotFleet (Resolves #330),39465763e1cf42d681623051f18ae2bf737a08e8,False,ec2.py
7bc4269c010dbfe6340cf8def846735d7a0f2198,"Merge pull request #333 from zdot/fix/deployment_group

DeploymentGroup expects resource_type AWS::CodeDeploy::DeploymentGroup","4717a2dd3242c8de4cfff6c48b79606533527367, 29aaa44fbae07703df3fd5f96954f519e7cf516d",True,
b72a44f848954f7fbb726a8f2327a5526ea8482b,Fix #328: Make Ref() work with datapipeline.ObjectField.RefValue,68ac1569fa636d0126fe4b471a0d69cd849186e9,False,datapipeline.py
978cd9f997210e17a99b4e87c62fd2fdbddad264,pyflakes fix,b72a44f848954f7fbb726a8f2327a5526ea8482b,False,datapipeline.py
ee9e74760482baffac9cda72de2d62184d4a4ded,"Merge pull request #337 from slikk66/issue/336

change definition to list to match cloudformation","dc8d031925b59554c31c2aad902186a480a3c558, ab719fd8eaa9080daa628dbddf445318d0d4f41d",True,
ab1edc90e1f15053b3eeec26281012f82d4c5284,Fix #341: RDS::DBCluster change AvailabilityZone to AvailabilityZones,3a2ec0d6746fddda525af6bf83c8bec6e3690941,False,rds.py
adc3f8823e4eb871fb870ab182ede7de2b68ee76,fixed pep8 issues,0c4ffc2ecbc1d84a627548d1cd72f1093a2a93d0,False,"CodePipeline.py, codepipeline.py"
b443bc84cc3a3ab64d70151e3fa4df36a2b38552,another pep8 fix,adc3f8823e4eb871fb870ab182ede7de2b68ee76,False,CodePipeline.py
7dff8d54f5d3ea2676a6f827a5f4ba2246b768c0,"Merge pull request #360 from slikk66/issue/359

add in properties for max, default","1014e8bf899e71bb8df95decd80d77b16219e5b8, 04338a35c74aa7afb6fdfe89248282b0e28baadf",True,
7fe5fa82ad09b592d8957c1baf4f2111a5687a3f,Fix #361: Allow RDS iops to be 0,7dff8d54f5d3ea2676a6f827a5f4ba2246b768c0,False,"test_rds.py, rds.py"
77320c91cf86589df0f1e861d1a273d251f4f127,Fix #354 Only discard 'Properties' in JSONrepr,829d5e107166cf9198f3f803c27c459cc6c10de9,False,"test_loggroup.py, __init__.py"
87267fc6d98efc7f8582bc475bc788f3f168aac3,Fix #342: ECS LoadBalancerName property is a string,913fd9d26237598c3a7a0ef2e3a1eb3d72edadb5,False,ecs.py
b8a6dae436c54ed62f0428ccadbf0e7f0da4caf2,"Fix #369: Add back support for Python 2.6.9

The use of a dictionary comprehension in #354 caused support for Python 2.6.9
to be dropped. This change converts it into a simple iteration. Note: while it
would be ideal to add travis support to prevent further regressions the amount
of change in the tests is prohibitive at this time. Python 2.6.9 support is
""best effort"" for now.",52c6709cd2f762c588d6f2fa9ceffd971bc5a385,False,__init__.py
1077d108f9a28e504438119d6447e7ae6368edb5,Resolve #314: Add lambda example,b8a6dae436c54ed62f0428ccadbf0e7f0da4caf2,False,"lambda.py, lambda.template"
dc8abd5c9a57c92f9d53a74a1deec92248f2034b,"Give more info on func validator failures

Not sure how best to test this - open to any suggestions.  Also not a
huge fan of the way I'm giving the info, but can't think of a better way
without breaking any previous use that already handled errors in a
particular way.",33bef1e04eba73661d7f3bb4a23b4f2de7079130,False,__init__.py
c53b0f36a491735b3ebfe580c4f88406beaf08fc,Fix #386: Remove RDS IOPS upper bound,86c605d648256f503835b3d68522ea0152b4fd12,False,"test_rds.py, rds.py"
9d2ae8510da50b4c373d96696f68c7f91919486c,Merge branch 'master' into better_error_on_func_validator_failure,"dc8abd5c9a57c92f9d53a74a1deec92248f2034b, c53b0f36a491735b3ebfe580c4f88406beaf08fc",True,
affd1f3c177361f3e449c7ce23446446a79b6333,Fix #387: Add Tags to ElastiCache::CacheCluster,c53b0f36a491735b3ebfe580c4f88406beaf08fc,False,elasticache.py
7a3119f152c36a401139b2407a3a29f7ccaacca3,fix pep8 errors,67714f6c143f60f94bf35ccc48074f33e4f90e4a,False,"test_validators.py, iam.py, validators.py"
6b0470b5590e6af1c14ad39ce14e21fb12b76637,Fix link,a65404b90cd346bc93b849cdc5c85a927e252447,False,README.rst
2fe14d96d9746ce552c8ad3b99debc7ace1e6fac,"Merge pull request #385 from cloudtools/better_error_on_func_validator_failure

Give more info on func validator failures","3fc602b199705939a371d07ed3e262d61edc7677, 9d2ae8510da50b4c373d96696f68c7f91919486c",True,
a055afa8e58fac7c261b61d54d8d1e806107562e,"Use location constants for creating bucket

`create_bucket` requires `location` parameter to be a constant from
`boto.s3.connection.Location` and there is no `us-east-1` or
`eu-west-1`, only empty string or `EU`.

It should fix #408.",2fe14d96d9746ce552c8ad3b99debc7ace1e6fac,False,cfn
9e40070ad4d275bb1566180962ca050a3527023b,"Logs SubscriptionFilter

Hi,

From the doc: 
http://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-logs-subscriptionfilter.html

    An IAM role that grants CloudWatch Logs permission to put data into the specified Amazon Kinesis stream. For Lambda and CloudWatch Logs destinations, don't specify this property because CloudWatch Logs gets the necessary permissions from the destination resource.

    Required: No

    Type: String

    Update requires: Replacement


AWS::Logs::SubscriptionFilter RoleArn is mandatory in the library but not on AWS and gives you an error:  destinationArn for vendor lambda cannot be used with roleArn",47cc47ae9f8fc9e933eb1d52df04efc0dc6d2c9b,False,logs.py
d73bd39a885e83e6c2956f1cc4798c425af25413,"Fix `ecs.TaskDefinition.Volumes`

Was incorrectly flagged as required, see:
http://docs.aws.amazon.com/AmazonECS/latest/developerguide/task_definition_parameters.html",82fac646320dc663732d25a4338b41aac1f6825e,False,ecs.py
fe72f7d3f7b0711a22173c1240134173aafef574,"Merge pull request #422 from jeanphix/ecs-task-definition-volumes-fix

Fix `ecs.TaskDefinition.Volumes` that was incorrectly flagged as required","24d9869c7902dc8e24a211e7512ff63fa528c3d9, d73bd39a885e83e6c2956f1cc4798c425af25413",True,
e83415f0933fc757e5969553dd48e7768ad56e61,"Allow both GetAtt and a basestring.

Fix #438",49ef3e16dd30ad1cda77428a3fd861efd38943f0,False,awslambda.py
e84f27e6f3ca07446f745801c12fa9eed1982259,"Removing GetAtt from import

Fix #438",e83415f0933fc757e5969553dd48e7768ad56e61,False,awslambda.py
ff3e5c2ee7ae71b3fedcf28ea70c0f03a18fdaa7,"Fixed ConfigSnapshotDeliveryProperties type

Fixing DeliveryChannel ConfigSnapshotDeliveryProperties type",9d504b5f62153c8b5381e8f02dd0e88d9870253e,False,config.py
d29aa62d1d8e7fcc5f1708f712eceb5a3e35ca4d,"Ignore If expression during validation of ASG

Fixes #445.",6646f84562d21a99a028fce000d86e264b2c95c0,False,autoscaling.py
64239318bda9d46c4aa7e50e710ec023eaca7f1f,Add test and tweak fix for ASG MaxSize If fix #446,d29aa62d1d8e7fcc5f1708f712eceb5a3e35ca4d,False,"test_asg.py, autoscaling.py"
f5eeaa5881339073dae6ffab7ce5c4090636729f,"Adding support for EMR resources

* Initial files for EMR support

* Adding some tests for EMR types

* Reformatting the file

* Adding a basic sample of an EMR Cluster plus the expected template

* Fixing formatting

* Fixing print syntax

* Adding model for ScriptBootstrapActions

* Adding configuration properties to the cluster

* Using helper function for colon-separated key-value pair lists.

* Fixing formatting

* Setting a type for the configuration list in instance group resource

* Added additional validators and aligned fixed test template

* Added a Test step into the test template.

* Initial files for EMR support

* Adding some tests for EMR types

* Reformatting the file

* Adding a basic sample of an EMR Cluster plus the expected template

* Fixing formatting

* Fixing print syntax

* Adding model for ScriptBootstrapActions

* Adding configuration properties to the cluster

* Using helper function for colon-separated key-value pair lists.

* Fixing formatting

* Setting a type for the configuration list in instance group resource

* Added additional validators and aligned fixed test template

* Added a Test step into the test template.

* Update validators for security groups and instance count

* Move StepProperties to the appropiate type

* Fix the type for Application args and add step properties to the test template",64239318bda9d46c4aa7e50e710ec023eaca7f1f,False,"EMR_Cluster.py, EMR_Cluster.template, emr.py"
33aedb8ab400d54da326eb5e5e83e9790fd1214c,"Import JSON Templates (#468)

This new Template subclass makes it possible to import most Cloudformation templates as JSON and parse them as Troposphere objects. This is different from cfn2py in that it's not trying to write actual python code, but rather instantiate the actual objects without the need to edit it afterwards.

There are probably a few tropo-specific AWSHelperFns that won't be parsed correctly, but the ones included in the tests/examples_output are all supported. I believe an effort should be done to normalize the helper functions into something discoverable with a consistent use - but I have yet to really ponder on that issue.",c977e0df5455c7280dc0049e0be10b37bf367965,False,"Autoscaling.py, test_examples_template_generator.py, __init__.py, cloudformation.py, emr.py, s3.py, template_generator.py"
7037c723305a9ad8f60a610969b3e6982bcd5020,Fix Elasticsarch Domain object naming,33aedb8ab400d54da326eb5e5e83e9790fd1214c,False,"ElasticsearchDomain.py, elasticsearch.py"
9ee07504aa1da4f1ea63d6046acecedb58dd3236,"Fix Source object to take a list of SourceDetails (#469)

The documentation is unclear but the example (and my testing) shows that this is the correct syntax

https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-config-configrule.html#cfn-config-configrule-source",344b2e177d61cf4d99e15dcb9aec9f56f49489ab,False,config.py
6afee75579b2e69d342499f990cf6b98e21a08e3,Fix Bucket AccessControl to allow Ref (#475),8c52961c12975d87c758beef4b4b1e551dfa5221,False,s3.py
e70d0716b7b50d849e4f9f7e0ebfd33328400ae4,Fix baseclass for AWS::Logs::Destination (Fixes #481),c75f4e2186bc06385cfbad98101e5163aeee581e,False,logs.py
5548d43addc20ae47328c3cb11a071fb1fa50b10,Force pyflakes to 1.1.0 pending a fix to 1.2.0,d6edf51347a24c058ca4ac67f14f0ea64dd797c0,False,.travis.yml
4c071a3ad72a0a159f266525eae95498a42fe79e,Remove duplicate waf FieldToMatch class (fixes #489),2a9edaa93b0fb7b51dd504d02591658ee6265538,False,waf.py
675e726a159536cd50c602ee16c1a92ea5a7e664,fix attribute for ApiKey (Enable -> Enabled) (#492),4c071a3ad72a0a159f266525eae95498a42fe79e,False,"ApiGateway.py, ApiGateway.template, apigateway.py"
b250a312fb54a38462f7f03fdd4ce390f595110f,waf XssMatchTuple should be an AWSProperty (Fixes #498),b21dc3da5824e5e52deb08780942e7cae9bc0639,False,waf.py
3bc4bc7e8cb822d21ae3cecc0acb38aa83f03b12,"EMR: fix EBS configuration (#497)

* EMR: change EBS configuration (moved from Cluster to InstanceGroupConfigProperty)
* Fix EMR_Cluster example (cloudformation stack now succeeds, but EMR step fails because of obviously unexisting S3 bucket in my account)",7bf2c7436adb1608e0680861b69c27bfc4572e98,False,"README.rst, EMR_Cluster.py, EMR_Cluster.template, emr.py"
438b1ae2b67e9432d5f7dc82933699394acda6ef,"Action on Failure Fix (#501)

The documentation lies, here's the error message I just got from CloudFormation:
""CloudFormation currently only supports long-running clusters, set ActionOnFailure to CANCEL_AND_WAIT or CONTINUE""",3bc4bc7e8cb822d21ae3cecc0acb38aa83f03b12,False,emr.py
d28d60a075efe403019c6b18219362e4129a8ca3,"Allow setting a different region for S3 upload (#491)

* Allow setting a different region for S3 upload
* Maintain backwards compatibility by setting s3region to region if not specified
* Fix help statement default for s3 region to be us-east-1 instead of None",438b1ae2b67e9432d5f7dc82933699394acda6ef,False,cfn
446d717e4ef8399f1c1b0beeee4ddae845bd2953,Fix rename pep8->pycodestyle and bump to fixed pyflakes (#522),c1591131efc5ae4a9c3e7eeb6f5b512b03a087f8,False,".travis.yml, CONTRIBUTE.md, requirements.txt"
4c0374ef1a7339aa3c61db7d550d3ac16800a033,Fix badges,7991b11125dd3d40811d7afbab984113754841ed,False,README.rst
776bdd234293cb48b186bb1720dcedb7723ee61b,"Rewritten the helper to be more flexible (#502)

The default is now """", which reflects the most used use-case. Fixes #465.",4c0374ef1a7339aa3c61db7d550d3ac16800a033,False,"test_userdata.py, userdata.py"
2a1dd6db6d0347911984bfa32a397fb23a72def1,"add `AutoScalingReplacingUpdate` to `UpdatePolicy` (#513)

- add `AutoScalingReplacingUpdate` to `UpdatePolicy`
- Fixes #511",43b792b23ade90d4de4f67979f73eaa6f80fb3b8,False,"Autoscaling.py, Autoscaling.template, policies.py"
d4d0cee4bdf103b2a204bd3e4ff1e207aeaef3e4,"Emr configurations values: also allow AWS helper functions (#516)

* Added parameter to dynamically choose between spot and on-demand instances

* Fixed EMR configuration properties validator: both strings and helper functions are allowed by cloudformation

* Prevent lines with more than 79 characters to make Travis CI happy

* Fixed EMR configuration properties validator: both strings and helper functions are allowed by cloudformation",7bef2fdb674378ba56f7d099b73a29abb56359e9,False,"EMR_Cluster.py, EMR_Cluster.template, emr.py"
c921332d019b7ef3c789a9b7b7f293b2b6b8b89a,"Fix AssociationParameters Value type to list of strings (#518)

According to
http://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-instance-ssmassociations-associationparameters.html,
the SsmAssociations AssociationParameters Value is a list of strings,
not a string. This was causing instance creation failure on templates
attempting to use SsmAssociations.",d4d0cee4bdf103b2a204bd3e4ff1e207aeaef3e4,False,ec2.py
f119464d83eb73f75295432c22757f7f99c15af6,Update fields in apigateway StageDescription (Fixes #521),c921332d019b7ef3c789a9b7b7f293b2b6b8b89a,False,apigateway.py
5bb92cc6b8f9e2d633e6d7c3cd3503b9b2cee358,"Allows MultiAZ=false with AvailabilityZone in rds (#524)

* Allows MultiAZ=false with AvailabilityZone in rds Fixes #523
* Add a few more tests",4c73735932e7d1010666a6b7dd27999fbf30e2c3,False,"test_rds.py, rds.py"
2dd5848a315804e2f7cf9845ba8a7bb0b1271ad2,Remove double S from S3ObjectVersion (fixes #530) (#531),c170064dcc03c04cc927dd56b6356b8a30ea66d8,False,awslambda.py
dbaf3f321b89f8c87755b6b6d81d096c952f7ed2,"Fix TemplateGenerator import logic. (#533)

* Fix TemplateGenerator import logic.

template_generator.py was incorrectly invoking pkgutil.walk_packages,
passing in the filepath directly rather than as a list of paths. By
coincidence, this resulted in the current directory being processed
instead, which allowed the tests to accidentally pass.

Fixes #532

* Fix Template Generator more cleanly.

Rather than iterate over all packages in the modules directory, just
iterate over the troposphere directory instead.

* Remove string startwith 'troposphere' check.",8ef17267dcad7aa8e84add700e937d77d034f786,False,template_generator.py
d1da138781e1e25ebb47cb3c0a0d6a75af0c86d7,"adding new application loadbalancer objects and properties, following AWS announcement https://a… (#544)

* adding new objects and properties, followingAWS announcment https://aws.amazon.com/blogs/aws/new-aws-application-load-balancer/

* moved application load balancer resources to a separate module, following discussion

* adding new property to AWS::AutoScaling::AutoScalingGroup tu allow targetting the new application load balancers

* adding some tests for the new application elb objects

* fixing inconsistent cloudformation output vs sample python code

* mixed some resources names",473a73746fd2a04dc426fd2cb3f182cf1be939c4,False,"ApplicationELB.py, ApplicationELB.template, autoscaling.py, elasticloadbalancingv2.py"
05194d6cc31f0a2c95b14b633ee8c961c32e76d1,Add TargetGroupArn and fix ContainerPort (#549),57394e637707493ecd6c39fe237b5b7d5597812e,False,ecs.py
67609fd4d6acab9f9beae85a017486f53195b21b,"Add support for AutoScalingCreationPolicy (#552)

Resolves #551",d6fa2c401f573170c1c465ad4648fba5a743d728,False,"test_policies.py, policies.py"
702c0e2503dbe7f201fd73c8d121d9d6b766e260,WAF SizeContraint needs to be an AWSProperty (Fixes #561),7916460f978b9da5aa23f1f602fcb4f2ad3ca2c0,False,waf.py
3774511449b3cf46f89ec3d88c8ca611abb37d13,Add Alias object to KMS (fixes #568),c36edf5e3b6fc2732d094bd07bd5dbcc4c9dd8ad,False,kms.py
19177ff31a07eb4910c5a7975edcf2830d64ed88,"RDS DBInstance Engine required even when DBSnapshotIdentifier is set (#583)

* Fixes #581
* Update to verify engine later in the process
* Update patch according to recommendations",70e463e0f72a483cdb7f9b4e4b76763cf4ff51b2,False,rds.py
f80b1c906b71d7673a2362b4542613b35322a39b,Resource updates for 2016-10-06 changes (Fixes #584),51cf7f46f160c1e649f3e29887e2d0bea520d22f,False,"apigateway.py, ec2.py, rds.py"
c5cf9b1fbed69e0eb6f28f01b79a80a5a8c2077c,Add AWS::ApiGateway::UsagePlan (fixes #585),f80b1c906b71d7673a2362b4542613b35322a39b,False,apigateway.py
a3632e99afa0a6d33a1d4e4914d27c065f6dce73,Add AWS::CodeCommit::Repository (fixes #586),93a71eee693c61c5e1000d6943fdfa07d6272443,False,"test_codecommit.py, codecommit.py"
2ddc190f6cc612ddb666b00d08e0e1ff30338f55,"Allow HelperFn in UpdatePolicy for ASG (#588)

If you tried to use an AWSHelperFn object in an UpdatePolicy for an ASG,
you would run into issues because of the extra validation.  This
disables the extra validation whenever the UpdatePolicy is an
AWSHelperFn, which is in line with the way troposphere usually handles
these things.",a3632e99afa0a6d33a1d4e4914d27c065f6dce73,False,"test_asg.py, autoscaling.py"
c969cd97bfc923ee4ad0f5d67523a180798aed8d,Fix codecommit test file,2ddc190f6cc612ddb666b00d08e0e1ff30338f55,False,codecommit.py
6985304c81ed1eab69e539257a46231cd6c02393,"add support for `Fn::Sub` (#582)

* add support for `Fn::Sub``
* fixes #577",44882b436626a2a7fd9e3b026ca91c768e407e9a,False,"test_basic.py, __init__.py"
63f778c177b2a2ca545a73cecf162bce788fc6c4,Fixes the case where you have a list of non BaseAWSObjects (#589),2ad1aa5a523f3a44ea8a3baa9790075ee6c9ce52,False,"test_dict.py, __init__.py"
61ae14cba8b784e127fe5279672fa876c90ceb40,Fix typo in CHANGELOG,986c5081b567809fdff887539d1795751c6ceb26,False,CHANGELOG.md
a509b864088dfb1de8ea8b2a6197920138796517,"Include resource title in required attr exception

Based on helping with this issue:
http://stackoverflow.com/questions/40118794/dynamically-create-n-number-of-ec2-instances-with-troposphere/40122167?noredirect=1#comment67537659_40122167

Now, if a resource is missing a required attribute, and that resource
has a title, we'll include it in the exception.

ValueError: Resource ImageId required in type AWS::EC2::Instance

vs

ValueError: Resource ImageId required in type AWS::EC2::Instance (title: MyInstance)",fb18f60247fecb68c1c9f99dad74dd698b756b37,False,__init__.py
6eceb6bdb4128a72b890214e80410824d3476b17,"Remove `title` validation. Fixes #428 (#605)

The title specified in troposphere is not the actual physical resource name and should be validated as such.",f61b5d76e2e9852fc2c17aa5a6cf3d6e44b40bdd,False,iam.py
d1f2359a98e01a20c053e28af2ac6b87518c0322,"Fix typo in Example Allowed Values (#603)

* Fix typo in Allowed Values

was mode not node

* Fix Other Typo in Allowed Values

same thing mode -> node

* Add typo fix to test template",6eceb6bdb4128a72b890214e80410824d3476b17,False,"Redshift.py, Redshift.template"
ee0b60b47aad5fa57d724e8b0132dff3b7b5e2fc,"Flake8 issue, line to long",a239d27a0e460492d86adbc8c256eec03169745a,False,test_validators.py
9b55342afe7a2f14cb126f49441fb19a8d514470,Expand validation tests for elb_name. Fix regex to match tests,ee0b60b47aad5fa57d724e8b0132dff3b7b5e2fc,False,"test_validators.py, validators.py"
6040cf815f26bdc038d25cc4cd8160a91c064547,Back out workaround for pycodestyle 2.1.0 (fixed in 2.2.0),c03b18c8f3237ceab60d4f7b1d4da777046eea09,False,NatGateway.py
7486171ac53f17d5f6cbdbbacc6812579ee77014,Merge branch 'master' into better_required_attribute_error,"c6ce76ee024bf805a88c91f202cf7463ae1ad5b3, 6040cf815f26bdc038d25cc4cd8160a91c064547",True,
7e6899acc34a18aff8e30913f3583e17e4644f01,"Merge pull request #597 from cloudtools/better_required_attribute_error

Include resource title in required attr exception","6040cf815f26bdc038d25cc4cd8160a91c064547, 7486171ac53f17d5f6cbdbbacc6812579ee77014",True,
98c8558e88f82dce2388931ec039f0d1490a7dc7,"Fixed missing add_resource in example Cloudwatch rule (#629)

* Fixed missing add_resource in example Cloudwatch rule, which wasnt outputting to json",63a406b286e9f510610db47ce26b3264217a365e,False,"CloudWatchEventsSample.py, CloudWatchEventsSample.template"
c0088fdd35fb0538081f5e307ce2741f77a9a132,Fix pycodestyle issues with examples/Lambda.py,7b26f07158dc8e3546b65b19782d6a9173f75c1f,False,Lambda.py
6e385515cc792ea5048cc7edd009f1ad9e58dc54,"Extra validation (#635)

Added validation for parameters, and for reaching max resources on a template. Fixes #634",7da50d8f3f8d0bd3994d1fc026a374f9fe2ff99e,False,"test_parameters.py, test_template.py, __init__.py"
510f683502e731f53f2a063a251f640d7461ca2e,"Allow HelperFN w/ autoscaling policies (#654)

* Allow HelperFN w/ autoscaling policies Fixes #653
* Also updated some test names to make them more explicit.
* Add test for HelperFn w/ AutoScalingRollingUpdate",faf53402c0c9795782a92e29005b6be172f3e8d8,False,"test_asg.py, test_policies.py, autoscaling.py"
d18f8ff090597447d09038a03be471c21f1712c3,Fix pycodestyle by using an explicit exception type,120cddff463579ac5957c02f4a6e025e74003df2,False,"test_basic.py, __init__.py"
b0e67037eee24bc90c99acbcf6ae7561b3c85163,Add more details to pycodestyle errors for travis runs,d18f8ff090597447d09038a03be471c21f1712c3,False,.travis.yml
03c3f5131e05365c285c64be26ea017e1c7cda47,Fix validator function exception test,b0e67037eee24bc90c99acbcf6ae7561b3c85163,False,test_basic.py
bfeb54d4c3805042ffd3165d34111ecb6fc39585,Remove limit check on conditions - Fixes #657,03c3f5131e05365c285c64be26ea017e1c7cda47,False,__init__.py
